id,orderId,suborderFilter,commonName,alternateCommonName,scientificName,lifeStageName,lifeStagePrettyName,description,expandedCharacterList,hasAudio,hasImage
191,53,,Hover Flies,,Syrphidae,larva,Larva,"The head is not evident, but is reduced to some sclerotized rods inside the thorax; there are no segmented legs; the pair of posterior spiracles are fused with each other and usually on the apex of a telescopic respiratory tube which can be short or very long.","The head is not evident, but is reduced to some sclerotized rods inside the thorax; there are no segmented legs; the pair of posterior spiracles are fused with each other and usually on the apex of a telescopic respiratory tube which can be short or very long.",0,0
193,53,,Large Crane Flies,,Tipulidae,larva,Larva,"Until recently, Tipulidae included all species of ""crane flies."" As now more strictly defined, this widespread family includes at least 53 species in North America. <u>Larvae</u> of some species are terrestrial, but aquatic <u>larvae</u> inhabit quiet areas of streams and shores of lakes, <u>burrowing</u> in the soil, often among roots, <u>shredding</u> living and dead plant material.","<u>Larvae</u> lacking fleshy projections on <u>thoracic</u> and abdominal segments.<strong> Posterior <u>spiracular disc</u> bordered by 6 (rarely 8) lobes (2 <u>dorsal</u>, 2 dorsolateral, 2 <u>ventral</u>)</strong>; lobes usually subconical, sometimes short and blunt. As for all crane flies, adults usually large, with long legs and V-shaped <u>sutures</u> on top of <u>meso</u>thorax, but terminal segment of each <u>maxillary</u> <u>palp</u> longer than previous 2 segments combined and antennae each 13-segmented.",0,1
236,54,,Giant Water Bugs,,Belostomatidae,larva,Larva,"The Belostomatidae, or giant water bugs, include 19 species in 4 genera in North America. Other common names include toe-biters, electric-light bugs (because they often fly to lights at night), or alligator ticks/fleas (in Florida). Some species are among the largest insects. Both <u>larvae</u> and adults live usually among rooted plants in quieter water such as ponds and slowly flowing streams. Both <u>larvae</u> and adults are <u>piercing predators</u>, either stalking or ambushing their prey. Once captured, the prey are injected with salivary secretions to dissolve soft tissue and then the resulting liquid is sucked back through their sharp beaks. Younger <u>larvae</u> and small adults eat mainly other macroinvertebrates, but larger species eat larger crustaceans and small fish and amphibians. There are reports of the largest species consuming baby turtles and water snakes. They are known to feign death, lying still while secreting a fluid from the anus. Even small specimens should be handled carefully because they can inflict a very painful bite; fortunately, the effects soon wear off with no lasting consequences. Males of many species tend the clutch of eggs laid by the female either on the male's back or on vegetation while the male stands guard nearby. Giant water bugs are eaten for food and are considered a delicacy especially by people in eastern and southern Asia.","Depressed (flattened dorsoventrally), with elongate-oval shape in dorsal view. Eyes bulging from sides of head. Antennae shorter than head, usually hidden beneath eyes. Beak cylindrical and 3-segmented. Front legs <u>raptorial</u>, with <u>tibiae</u> and <u>femora</u> fitting tightly together to grasp prey. All legs flattened and equipped for <u>swimming</u>, mostly in short bursts. Pair of flat, retractile air straps in posterior end of abdomen for occasional respiration at water surface.",1,0
238,54,,Water Boatmen,,Corixidae,larva,Larva,"The Corixidae, or water boatmen, include about 130 species in 20 genera in North America, making it the most species-diverse family of freshwater Hemiptera. They are very efficient <u>swimmers</u>, moving quickly near the bottom of weedy, quieter water habitats (ponds and slowly flowing streams). They feed mostly on the sap of freshwater plants, but occasionally prey on small macroinvertebrates or even eat small particles of detritus. Eggs are laid on solid objects under water. The front <u>tarsi</u> of males are usually equipped with tiny pegs that can be rubbed across the triangular, grooved <u>rostrum</u> to make sound under water. Both males and females are often attracted to lights at night.","Generally smaller bugs, nearly parallel-sided in <u>dorsal</u> view, slightly <u>convex</u> <u>dorsally</u>. <strong><u>Rostrum</u> (beak) uniquely triangular</strong> (not extended as slender needle). Antennae shorter than head and hidden in <u>dorsal</u> view.",1,0
240,54,,Water Striders,,Gerridae,larva,Larva,"There are about 46 North American species of water striders in 9 genera. Using water-repelling hairs on their <u>tarsi</u> (feet) to stay on top of the water and water-surface-penetrating claws to gain purchase in the water-surface tension, these familiar insects skate rapidly on the surface of open water of <u>lentic</u> habitats and slowly flowing areas of streams. Their movements are clumsy on shore. Because adults often lack wings, distinguishing <u>nymphs</u> from adults requires careful examination of genital structures. Both <u>larvae</u> and adults feed on living and dead insects trapped on the water surface.","Antennae longer than head and conspicuous in <u>dorsal</u> view. If wings present, membrane without distinct, similar cells defined by wing veins. <strong>Claws of at least front <u>tarsi</u> arising before tarsal <u>apices</u>. Hind <u>femora</u> much longer than abdomen.</strong>",1,0
242,54,,Creeping Water Bugs,,Naucoridae,adult,Adult,"The family Naucoridae includes 5 North American genera with roughly 20 species. However, <em>Pelocoris </em>is the only genus found in the eastern United States. <em>Pelocoris </em>typically inhabits weedy ponds or quiet water. They are generally <u>clingers</u>, but are good <u>swimmers</u> as well. They are <u>piercing predators</u>, with strong grasping <u>forelegs</u> to capture their prey (other small invertebrates). Be careful when handling them; their bite is painful! Fortunately, the pain soon dissipates and leaves no lasting consequences. Some adults in this family have up to four million tiny <u>hydrophobic</u> hairs per square mm that help hold a layer of air (plastron) against the ventrolateral <u>spiracles</u> while underwater so that they do not need to come to the water surface to breathe. Some species also fan this plastron with their hind legs, to increase the current moving across it, and thus increase the diffusion of oxygen from the water.","<strong>Similar in appearence to Belostomatidae (giant water bugs) except that margins of eyes are contiguous with anterior margin of head and retractile breathing straps absent from end of abdomen</strong>. Beak cylindrical and 3- or 4-segmented. Antennae shorter than head and located beneath eyes, not readily visible <u>dorsally</u>. Middle and <u>hind legs</u> with fringe-like hairs, useful for swimming. <strong>Legs are <u>raptorial</u> (suitable for use in predation) with broad <u>femora</u>, and weakly <u>convex</u> <u>dorsally</u>.</strong>",1,0
244,54,,Waterscorpions,,Nepidae,larva,Larva,"The mouthparts are slender, needle-like; the antennae are short and hidden from dorsal view; the end of the abdomen has a cylindrical breathing tube composed of 2 slender, non-retractile filaments.","The mouthparts are slender, needle-like; the antennae are short and hidden from dorsal view; the end of the abdomen has a cylindrical breathing tube composed of 2 slender, non-retractile filaments.",1,0
246,54,,Backswimmers,,Notonectidae,larva,Larva,"The mouthparts are slender, needle-like; the antennae are short and hidden from dorsal view; the body is parallel-sided and at least ¼ inch (5 mm) long; the front legs are slender; the middle and hind legs are fringed with swimming hairs; the hind legs are long and flattened, oar-like; swims upside down.","The mouthparts are slender, needle-like; the antennae are short and hidden from dorsal view; the body is parallel-sided and at least ¼ inch (5 mm) long; the front legs are slender; the middle and hind legs are fringed with swimming hairs; the hind legs are long and flattened, oar-like; swims upside down.",1,0
248,54,,"Broad-Shouldered Water Striders, Shortlegged Water Striders, Riffle Bugs",,Veliidae,adult,Adult,"There are roughly 35 species in the family Veliidae. They are referred to as ""riffle bugs"" because they are often found on the surface of fast-flowing water. Members of this group are <u>piercing predators</u>. They wait at the surface and grab small living or dead invertebrates that swim or drift by. The <u>hydrophobic</u> (water-repelling) structure of the <u>tarsi</u> (last segment of each leg) helps them stay on the water surface. Most insects have their claws at the most <u>apical</u> tip of each leg; however, riffle bugs have the claws positioned before the <u>apex</u>. The claws are not <u>hydrophobic</u> and pierce the water surface, giving them ""grip"" for running on it.","Head with visible <u>gula</u> (suborder Heteroptera). <strong>Antennae longer than head</strong>, positioned anterior to eyes, clearly visible from <u>dorsal</u> side. <u>Dorsum</u> of head typically with <u>median</u> longitudinal <u>sulcus</u> or smooth stripe. <strong>At least front <u>tarsi</u> with ante-<u>apical</u> claws (claws protruding from leg before <u>apex</u>)</strong>. <u>Meso</u>thoracic legs about equidistant between front and <u>hind legs</u>, if NOT, then middle <u>tarsi</u> with feather-like or blade-like structures. <strong>Hind <u>femora</u> short (shorter than abdomen, or just barely longer)</strong>. <u>Laterally</u>, <u>metasternum</u> with pair of scent grooves anterior to hind <u>coxae</u>.",1,0
251,55,,"Aquatic Caterpillars, Snout Moths",,Crambidae,larva,Larva,"Most caterpillars in the family Crambidae are terrestrial; however, a few of these caterpillars are truly aquatic (about 740 species worldwide). They are holometabolous, meaning they have egg, <u>larva</u>, pupal, and adult stages. They can be found in a variety of habitats including <u>lentic</u> and <u>lotic</u> habitats. Most <u>larvae</u> feed on floating plants or algae on rock surfaces. Often, first instar <u>larvae</u> are <u>hydrophilic</u> (water-loving) and absorb oxygen directly from the water. As the <u>larvae</u> become larger they tend to be <u>hydrophobic</u> (water-resistant) with a layer of air held against the body. This is advantageous, as oxygen diffuses more rapidly through air than water. They often have a close relationship with a host plant on which they both live and feed; these plant feeders often cover themselves with pieces of leaf or they burrow in the stem. The algal-feeding species spin a silk tent from beneath which they graze on the algae. They pupate in or beneath the plant and silk material, and emerge as terrestrial snout moths.","<u>Ventral</u> <u>prolegs</u> present on abdominal segments 3, 4, 5, 6, and 10. Segmented <u>thoracic</u> legs present. Gills sometimes present on sides of abdomen. <strong><u>Prolegs</u> with crochets (tiny hooks) in <u>transverse</u> ellipses or bands</strong>.",0,0
109,56,,"Hellgrammites, Dobsonflies, Fishflies",,Corydalidae,larva,Larva,"There are 6 genera in this family including about 20 species. The <u>larvae</u> are <u>engulfing predators</u> actively search for food, mostly small invertebrates. Members of this family tend to be found in the fastest part of the riffle, among the rocks; however, some species can be found in still water as well. The <u>larvae</u> (hellgrammites) are often preferred as live bait by fishermen due to their high activity and long life on a hook, making them more likely to attract fish. Adults probably do not feed. Males of some species have very long sword-like mandibles used in mating rituals. (Females prefer males with large jaws.)","<strong>Abdominal segments 1–8 with paired, 2-segemented, <u>lateral</u> filaments</strong>. Abdominal segment 10 has pair of 1-segemented filaments. <strong>End of abdomen with pair of <u>anal prolegs</u>, each bearing 2 claws</strong>. Mature <u>larvae</u> 30–65 mm long.",0,1
111,56,,Alderflies,,Sialidae,larva,Larva,"The mouthparts are slender, needle-like; the antennae are long and conspicuous from dorsal view; the wing membrane has 4 or 5 distinct, similar cells defined by thicker veins; found beside the water and not in it.","The mouthparts are slender, needle-like; the antennae are long and conspicuous from dorsal view; the wing membrane has 4 or 5 distinct, similar cells defined by thicker veins; found beside the water and not in it.",0,0
253,57,Dragonflies,Darners,,Aeshnidae,larva,Larva,"The dragonfly family Aeshnidae includes 10 genera. <em>Aeshna </em>is the largest genus, including 20 out of 38 North American species in the family. Like most dragonfly <u>larvae</u>, members of this family are predators, feeding on invertebrates and even small fish by stalking their prey. They can be found <u>climbing</u> on aquatic plants or root masses, in still or slowly flowing water. They are sometimes used as models for tied flies for fly-fishing; usually larger species are imitated, and the hook made to sink and be teased along the bottom to mimic their behavior. The adults are <u>perchers</u>, meaning when flying they will frequently pause to rest on branches or other prominent objects for a few seconds before taking off again. Some species migrate, flying South in winter, and as far north as Canada in the summer.","Suborder Anisoptera (i.e., dragonflies: with stout body shape, head more narrow than thorax and abdomen; end of abdomen with 5 short pointed projections, external gills absent).<strong> <u>Labial mask</u> (including its palm and pair of <u>apical</u> lobes) flat or nearly so.</strong> <u>Setae</u> absent from inside palm of <u>mask</u> (pre-mental <u>setae</u>). <u>Ligula</u> (<u>distal</u> margin of the <u>labial mask</u>) with <u>median</u> notch. <strong>Antennae usually slender or bristle-like, with 6- or 7-segments</strong>. <strong>Fore- and middle <u>tarsi</u> each 3-segmented</strong>. Mature <u>larvae</u> 31–50 mm long.",1,0
255,57,Damselflies,Broad-winged Damselflies,,Calopterygidae,larva,Larva,"The family Calopterygidae belongs in Zygoptera, or damselflies, and is not a true dragonfly (Anisoptera). Members of this group live in <u>lotic-erosional</u> and <u>depositional</u> habitats and tend to be found along the margins of streams, in areas of moderate or slower flow, where there is detritus. They are stiff-looking <u>climbers</u> on roots, plant stems, and debris at edges of slowly flowing streams. They are <u>engulfing predators</u> that actively stalk their prey then snatch it up with their <u>labial mask</u>, an arm-like extremity that extends from below the face. The adults of this group are often dark winged with slender iridescent green-blue bodies.","Suborder Zygoptera (i.e., damselflies: as shown by slender body shape, head wider than thorax and abdomen; 3 long feather-like gills present at posterior end of abdomen). <strong>First antennal segment long, each subequal to length of rest of its antenna.</strong> <u>Labial mask</u> with deep, open, diamond-shaped, <u>median</u> cleft at <u>apex</u>. <u>Lateral</u> gills at posterior end of abdomen triangular in cross section.",1,0
257,57,Damselflies,Narrow-winged Damselflies,,Coenagrionidae,larva,Larva,"This is the largest damselfly family, including roughly 90 North American species in 15 genera. Most genera are found in <u>lentic</u> habitats, except <em>Argia</em>, which is usually found in streams among rocks and plants. <u>Nymphs</u> are <u>climbers</u> and stalking predators among plants and roots. Some of the <u>nymphs</u> in this group can be used for fly-fishing, but usually are only useful in slowly moving water. Unlike most damselfly adults, which tend to rest from flight on plants, members of the Coenagrionidae tend to rest on rocks or other exposed surfaces. Interestingly, adult males and females of the same species tend to differ in color.","Zygoptera (slender body shape with head wider than thorax and abdomen, and with 3 long feather-like gills at posterior end). <strong>Antennal segment 1 much shorter than rest of its antenna</strong>. Pair of lobes at <u>distal</u> end of <u>labral</u> mask each with 0–6 setae, but attached moveable hook without <u>setae</u>.<strong> <u>Ligula</u> (<u>distal</u> part of palm of mask) usually without <u>median</u> cleft, mask roughly triangular or square</strong> (not stalked as in Lestidae). Each side of <u>median</u> line with either 0, 1, or 3–5, <u>dorsal</u> premental <u>setae</u> (hairs inside the palm of the mask). Mature <u>larvae</u> 13–25 mm long.",1,0
261,57,Dragonflies,"Spiketails, Biddies",,Cordulegastridae,larva,Larva,"The stout larva is without conspicuous terminal gills; the palpal lobes (apical projections at the end of the large, retractile labial prementum—“lower lip”) are triangular, much broader apically than basally and with large, irregular teeth.","The stout larva is without conspicuous terminal gills; the palpal lobes (apical projections at the end of the large, retractile labial prementum—“lower lip”) are triangular, much broader apically than basally and with large, irregular teeth.",1,0
263,57,Dragonflies,"Greeneyed Skimmer, Emeralds",,Corduliidae,larva,Larva,"This dragonfly family includes roughly 7 North American genera and 50 species, and unlike most dragonfly familes, tends to have more species found in the North than the South. They can be found in varying habitats including streams, as well as <u>lentic</u> habitats such as lakes, ponds, and wetlands. They are <u>sprawlers</u> along the <u>benthos</u> and <u>climbers</u> on plants. <u>Nymphs</u> can be easily confused with those of the family Libellulidae (Common Skimmers) but can be identified with close attention to the presence of a longitudinal groove on the base of the <u>ventral</u> surface of the <u>labial mask</u>. They molt into adults at roughly the same time as burrowing mayflies, one of their favorite foods.","Suborder Anisoptera (i.e., dragonflies: with stout body shape, head more narrow than thorax and abdomen; end of abdomen with 5 short pointed projections, external gills absent). <strong><u>Labial mask</u> spoon-shaped, usually with hairs inside palm of mask (<u>dorsal</u> premental <u>setae</u>) and along margins of <u>palpal</u> lobes (at end of mask)</strong>. <strong><u>Ventrally</u>, <u>median</u> groove extending from <u>basal</u> hinge of mask to about 1/3 to 1/2 way to <u>distal</u> margin of mask, often faint.</strong> <u>Distal</u> margin of each <u>palpal</u> lobe scalloped, with each <u>crenulation</u> rounded and separated by deep notches, usually ¼ to ½ as high as long, each bearing at least 1 <u>seta</u>. Frontal horn usually absent. Paraprocts (ventrolateral pair of posterior spines) usually less than twice as long as <u>cerci</u> (dorsolateral pair of posterior spines). Mature <u>larvae</u> 13-28 mm long.",1,0
265,57,Dragonflies,Clubtails,,Gomphidae,larva,Larva,"This family includes approximately 16 genera and more than 80 North American species. This is a fairly common and widespread group, found among debris or <u>burrowing</u> in both <u>lentic</u> and <u>lotic</u> habitats. <u>Nymphs</u> are easily identified by their rather thick antennae. Like other dragonflies, the adults and <u>nymphs</u> are predators. <u>Nymphs</u> bury in the sediment, partially hiding themselves to wait for prey to pass by, and then snatch them up with their arm-like <u>labral</u> mask. The adults typically fly low to the ground and only in bright sun.","Suborder Anisoptera (i.e., Dragonflies: stout body shape, head more narrow than thorax and abdomen, end of abdomen with 5 short pointed projections, external gills absent). <strong><u>Labial mask</u> flattened</strong>, without hair on palm of inside of mask (premental <u>setae</u>) or usually without <u>setae</u> along margins of <u>palpal</u> lobes at end of mask. <u>Ligula</u> (<u>distal</u> margin of <u>labial</u><u> mask</u>) without <u>median</u> cleft. <strong>Antennae each 4-segmented, although 4th segment usually small</strong>. Fore- and middle <u>tarsi</u> each 2 segmented. Mature <u>larvae</u> 23–40 mm long, rarely to 65 mm.",1,0
268,57,Damselflies,Spreadwinged Damselflies,,Lestidae,larva,Larva,"The slender larva has conspicuous terminal gills; the prementum (“lower lip”) is very long and its base is slender, parallel-sided, and at least twice as long as its triangular apex.","The slender larva has conspicuous terminal gills; the prementum (“lower lip”) is very long and its base is slender, parallel-sided, and at least twice as long as its triangular apex.",1,0
270,57,Dragonflies,Skimmers,,Libellulidae,larva,Larva,"This is a group of 90 North American species, the most of any dragonfly family. <u>Nymphs</u> can be found in a variety of <u>lentic</u> habitats including wetlands, ponds, and ditches, as well as along the margins of slow-flowing <u>lotic</u> habitats. They can be found <u>sprawling</u> on the <u>benthos</u> or <u>climbing</u> plants and woody debris. Some species are extremely tolerant of low oxygen concentrations in the water as well as high alkalinity, and <u>brackish</u> water habitats. <u>Nymphs</u> can sometimes be used for fly-fishing in still water habitats. The adults seem to fly in rather unpredictable flight trajectories and tend to have wings patterned with pigment.","Suborder Anisoptera (i.e., Dragonflies: stout body shape, head more narrow than thorax and abdomen, end of abdomen with 5 short pointed projections, external gills absent). <strong><u>Labial mask</u> spoon-shaped</strong>, usually with hair inside palm of mask and along margins. <strong><u>Distal</u> margin of each <u>palpal</u> lobe regularly and finely scalloped, each scallop 1/10 to 1/6 as high as long</strong>, each bearing at least 1 <u>seta</u>, and usually separated by shallow notches.<strong> Prementum without <u>ventral</u> <u>medial</u> groove</strong> at base. Hind <u>femora</u> usually not extending to posterior margin of abdominal segment 8. Abdomen elongate in <u>dorsal</u> view. Paraprocts (ventrolateral pair of spines) usually more than twice as long as <u>cerci</u> (dorsolateral pair of spines). Mature <u>larvae</u> 8–28 mm long.",1,0
78,60,,,,Poduridae,larva,Larva,,,0,0
65,64,,,,Unionidae,adult,Adult,,having an anterior pseudocardinal tooth and a posterior lateral tooth present on its valves.,0,0
68,67,,Basket Clams,,Corbiculidae,larva,Larva,,,0,0
70,67,,"Fingernail Clams, Pea Clams",,Sphaeriidae,adult,Adult,,,0,0
73,72,,Water Mites,,Limnesiidae,adult,Adult,,,0,0
76,75,,"Scuds, Amphipods, Sideswimmers",,Gammaridae,adult,Adult,,,0,0
82,81,,Bladder Snails,,Physidae,larva,Larva,,,0,0
84,81,,Ram's Horn Snails,,Planorbidae,larva,Larva,,,0,0
344,86,,Hydrobiid Snails,,Hydrobiidae,adult,Adult,,,0,0
92,91,,,,Naididae,adult,Adult,,,0,0
96,95,,Freshwater Jawless Leeches,,Glossiphoniidae,adult,Adult,,,0,0
101,100,,"Flatworms, Planarian",,Planariidae,adult,Adult,,,0,0
104,103,,Aquatic Oligochaete Worm,,Lumbriculidae,larva,Larva,,,0,0
107,106,,Aquatic Sow Bugs,,Asellidae,larva,Larva,"Isopods are a type of non-insect arthropod, or crustacean. Most isopods live on land, however there are approximately 100 North American aquatic species, mostly belonging to the family Asellidae. They tend to be rather flat from top to bottom, not laterally. They often have mottled coloring. These are usually bottom dwelling sprawlers, found in shallow, freshwater habitats. Usually they are omnivores or detritivores. Asellus communis is sometimes used for fly fishing in slow water areas with lots of plant growth.","The antennules (smaller of the two pairs of antennas) are well formed, not vestigial. Dorsal body segments 8–9 are small and inconspicuous, not well pronounced in as in Stenasellidae. The uropods (pair of forked, tail-like appendages) are present terminally not lateral or ventral. ",0,0
728,727,,Predacious Diving Beetle Larvae,,Dytiscidae,larva,Larva,"This is the largest North American family of aquatic beetles, including over 400 species in about 35 genera. Both adults and <u>larvae</u> can be found in almost any aquatic habitat, even in <u>brackish</u> water; however, they are most often found in <u>lentic</u> freshwater systems. The <u>larvae</u> tend to be <u>climbers</u> on rooted plants and <u>swimmers</u>; adults are <u>swimmers</u> and <u>divers</u>. Both <u>larvae</u> and adults are <u>engulfing predators</u> of small invertebrates and fish, and are sometimes cannibalistic. Some <u>larvae</u> have a channel along the inner margin of each mandible to help them ingest fluids from their prey. Their bite is quite painful. Despite living in the water, adults and <u>larvae</u> of most species must regularly resurface for air.","<u>Larvae</u> approximately 5–70 mm long. <strong>Sickle-shaped mandibles</strong> without <u>mola</u> (grinding surface). Long, slender swimming legs <strong>5-segmented, excluding 2 claws</strong>.<strong> Abdomen 8-segmented</strong>, lacking hooks on terminal segment, usually without gills. Roughly cylindrical thorax and abdomen tapered to anterior and posterior ends. <u>Cerci</u> (<u>urogomphi</u>) usually 2-segmented, slender and longer than abdominal segment 1, but can be stout, short, inconspicuous, or absent. ",0,0
732,727,,Riffle Beetle Larvae,,Elmidae,larva,Larva,"This is a large family, including 24 genera and close to 100 species. They are known as riffle beetles, due to their common occurrence in habitats with fast-flowing water and high oxygen levels. Both <u>larvae</u> and adults are slow-moving <u>clingers</u> that feed by <u>scraping</u> or <u>collecting and gathering</u> <u>periphyton</u> and detritus from surfaces of rocks and other substrates. The <u>larvae</u> get their oxygen directly from gills that can be retracted into the end of the abdomen. Adults have an effective plastron and usually do not need to surface for air. Elmid <u>larvae</u> are unusual in that they have up to 8 instars, whereas most beetle <u>larvae</u> molt only 3 times.","<u>Labrum</u> and <u>clypeus</u> separated by distinct <u>suture</u>. Antennae 2–3 segmented. Head with <u>ocelli</u> in groups of 5. Legs adapted for walking, sometimes small, each 3–4 segmented and with single claw. <u>Thoracic</u> tergites clearly defined. Abdomen 9-segmented, <u>ventral</u> gills absent from segments 1–8.<strong> Segment 9 (posterior-most segment) with <u>ventral</u> lid-like flap (<u>operculum</u>) concealing thread-like gills and pair of hooks</strong>. <strong>Body strongly <u>sclerotized</u> (hardened), dark brown or red-brown, roughly cylindrical or spindle-shaped,</strong> with head and legs visible in <u>dorsal</u> view.",0,0
739,727,,Whirligig Beetle Larvae,,Gyrinidae,larva,Larva,"Adult members of the family Gyrinidae are unique in that their <u>compound eyes</u> are divided into separate <u>dorsal</u> and <u>ventral</u> portions, giving them a ""four-eyed"" appearance. This allows them to see both above and below the water at the same time. Their nickname, “whirligig beetles” was given to the adult beetles due to their behavior of zipping around in swirling motions along the surface of the water, although they are also good <u>divers</u>. Both the <u>larvae</u> and adults of this family are aquatic, typically found in quiet water of <u>lentic</u> or <u>lotic</u> habitats. The pupae are terrestrial. Both adults and <u>larvae</u> are <u>engulfing predators</u> of small invertebrates, but the adults may also be surface film scavengers. <u>Larvae</u> live and feed on the bottom or climb on rooted plants.",<strong>Legs 5-segmented plus 2 tarsal claws. Abdominal segments 1–9 with <u>lateral</u> gills. Abdominal segment 10 (posterior-most segment) with 4 stout hooks.</strong>,0,0
743,727,,Crawling Water Beetle Larvae,,Haliplidae,larva,Larva,"This family includes over 70 North American species. Both the <u>larvae</u> and adults of this family are aquatic. They can be found in <u>lentic</u>-<u>littoral</u> or <u>lotic-depositional</u> habitats. They are good <u>climbers</u> among the rooted plants found in their habitats. Adults can be strong swimmers as well. Both life stages have similar feeding habits; they tend to be <u>shredding</u> or <u>piercing herbivores</u>, but some are <u>engulfing predators</u>. The <u>larvae</u> sometimes overwinter in moist soil before molting into pupae and then adults. The adults must frequently resurface for air; however, the <u>larvae</u> get all of their oxygen from the water.","Mandibles with groove along the internal margin. <strong>Legs 5-segmented and with single claw</strong>. <strong>Mature <u>larvae</u> usually with long, slender, stiff, needle-like <u>dorsal</u> projections from <u>thoracic</u> and abdominal segments.</strong> Abdomen 9–10 segmented; hooks absent from terminal segments.",0,0
745,727,,Water Scavenger Beetle Larvae,,Hydrophilidae,larva,Larva,"Hydrophilidae is the second largest family of North American aquatic beetles, including more than 250 species. The <u>larvae</u> and adults are aquatic or semiaquatic; the pupae are terrestrial. They prefer <u>lentic</u> waters such as ponds and shallow lakes, or sometimes pools at edges of streams. Unlike most beetles, the adults of this family tend to swim by alternating strokes with their <u>hind legs</u>, rather than moving them in unison. Also atypical, they have a habit of surfacing for air head first, breaking the water surface tension and accessing air with their specially formed antennae. The adults have a well-developed plastron to hold air underwater; in well-oxygenated water this thin layer of air serves as a gill. <u>Larvae</u> frequently surface to take in air from the end of the abdomen. <u>Larvae</u> are usually predators of other invertebrates, and can even break snail shells with their strong jaws. However, only a small number of adults are predators, most are omnivores or detritivores. ","Each mandible with 1 to 3 teeth along inner margin. <strong><u>Labrum</u> and <u>clypeus</u> not separated by distinct <u>suture</u></strong>. Antennae each 2- or 3-segmented. Head with simple-eyes in groups of 5. <strong>Legs each 3- or 4-segmented, with single claw</strong>; legs adapted for walking, sometimes small. <u>Thoracic</u> tergites clearly defined. Abdominal tergites without <u>dorsal</u> lobes. <strong>Abdomen usually 8-segmented</strong>. Body roughly cylindrical or spindle-shaped, not markedly thick. Head and legs visible in <u>dorsal</u> view.",0,0
747,727,,Water Pennies,,Psephenidae,larva,Larva,"In North America North of Mexico this family includes 6 genera and about 16 species. Adults and pupae of this family are terrestrial, except for females enter the water to lay eggs. The <u>larvae</u>, however are fully aquatic. They are very distinctive, flat, shield-shaped larvae, almost trilobite-like in appearance, with the legs only visible from the <u>ventral</u> side. They are almost always found stuck (suction cup-like) to the sides and tops of rocks, where they feed by <u>scraping</u> <u>periphyton</u> and other food off of the substrate.","Short 2–3 segmented antenna. <u>Labrum</u> and <u>clypeus</u> separated by <u>suture</u>. Legs (visible <u>ventrally</u>) 3–4 segmented with only single tarsal claw, suitable for walking. Abdomen 9-segmented. Abdominal tergites without <u>dorsal</u> lobes.<strong> Body dorsoventrally flattened, with <u>thoracic</u> and abdominal tergites expanded <u>laterally</u>, collectively forming thin shield covering head and legs from above</strong>.",0,0
783,727,,Toe-Winged Beetle Larvae,,Ptilodactylidae,larva,Larva,Thoracic legs are present with each having four segments and a claw; the labrum is distinct; the abdomen has 9 segments and distinct tufts of gills in the anal region but without a lid-like operculum.,Thoracic legs are present with each having four segments and a claw; the labrum is distinct; the abdomen has 9 segments and distinct tufts of gills in the anal region but without a lid-like operculum.,0,0
1603,1602,,,,Cambaridae,larva,Larva,,,0,0
2072,2068,,Bladder Snails,,Physidae,larva,Larva,,,0,0
2076,2068,,Ramshorn Snails,,Planorbidae,adult,Adult,,,0,0
2082,2081,,Mud Snails,,Hydrobiidae,adult,Adult,,,0,0
2155,2149,,Bladder Snails,,Physidae,adult,Adult,,,0,0
2159,2149,,Ramshorn Snails,,Planorbidae,larva,Larva,,,0,0
2151,2150,,Mud Snails,,Hydrobiidae,larva,Larva,,,0,0
2232,2231,,,,Unknown,larva,Larva,,,0,0
